product_code,product_name,category,sub_category,product_id,product_price
TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,Accessories,84,19.323666666666664
OFF-LA-10000134,Avery 511,Office Supplies,Labels,85,2.7720000000000002
OFF-ST-10003442,Eldon Portable Mobile Manager,Office Supplies,Storage,86,26.394666666666666
OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,Office Supplies,Art,87,6.253333333333334
OFF-PA-10000304,Xerox 1995,Office Supplies,Paper,88,5.832000000000001
OFF-PA-10003177,Xerox 1999,Office Supplies,Paper,89,5.924571428571428
FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",Furniture,Furnishings,90,14.9352
OFF-BI-10002852,Ibico Standard Transparent Covers,Office Supplies,Binders,91,11.041599999999999
OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,Binders,92,11.679666666666668
FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,93,13.1005
OFF-BI-10001721,Trimflex Flexible Post Binders,Office Supplies,Binders,94,14.966
OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,95,11.249333333333333
OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,Office Supplies,Paper,96,10.001333333333333
TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,97,35.991
OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,98,1.1494285714285712
OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,Paper,99,5.5016
TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,Technology,Accessories,100,45.7884
FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,Furnishings,101,39.806666666666665
OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders,102,20.490000000000002
TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Accessories,103,9.7272
TEC-PH-10002844,Speck Products Candyshell Flip Case,Technology,Phones,104,24.493000000000002
OFF-AR-10000390,Newell Chalk Holder,Office Supplies,Art,105,3.8939999999999997
TEC-AC-10000844,Logitech Gaming G510s - Keyboard,Technology,Accessories,106,78.61574999999999
FUR-FU-10001934,Magnifier Swing Arm Lamp,Furniture,Furnishings,107,20.98
OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,108,35.7012
OFF-BI-10003981,"Avery Durable Plastic 1"" Binders",Office Supplies,Binders,109,3.0482857142857145
OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,110,3.273142857142857
OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes,111,2.6128571428571425
OFF-PA-10004965,Xerox 1921,Office Supplies,Paper,112,7.992
OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,113,24.073714285714285
FUR-TA-10001768,Hon Racetrack Conference Tables,Furniture,Tables,114,188.13216666666668
OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,115,309.01324999999997
FUR-FU-10002157,Artistic Insta-Plaque,Furniture,Furnishings,116,15.68
OFF-ST-10000777,"Companion Letter/Legal File, Black",Office Supplies,Storage,117,34.7392
OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes,118,12.414857142857143
TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,Phones,119,9.72
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,120,232.35875
FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Furniture,Tables,121,168.83800000000002
OFF-BI-10003274,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,122,2.5206666666666666
OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,Storage,123,39.83542857142857
FUR-CH-10001146,"Global Task Chair, Black",Furniture,Chairs,124,38.6764
FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,125,66.7968
TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,Phones,126,15.325666666666665
OFF-PA-10002377,Xerox 1916,Office Supplies,Paper,127,41.94857142857143
OFF-FA-10002780,Staples,Office Supplies,Fasteners,128,2.6224
OFF-PA-10001804,Xerox 195,Office Supplies,Paper,129,5.845
OFF-PA-10001736,Xerox 1880,Office Supplies,Paper,130,34.0224
OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,Art,131,2.7648
OFF-FA-10002988,Ideal Clamps,Office Supplies,Fasteners,132,1.809
OFF-BI-10004781,GBC Wire Binding Strips,Office Supplies,Binders,133,15.87
OFF-SU-10001218,Fiskars Softgrip Scissors,Office Supplies,Supplies,134,10.98
OFF-AR-10000940,Newell 343,Office Supplies,Art,135,2.772
OFF-EN-10004030,Convenience Packs of Business Envelopes,Office Supplies,Envelopes,136,3.2579999999999996
OFF-PA-10004327,Xerox 1911,Office Supplies,Paper,137,45.983999999999995
OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,Appliances,138,251.829
FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings,139,27.873
TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Technology,Phones,140,33.785
TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,Technology,Phones,141,45.9908
OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,142,28.477300000000003
OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,Appliances,143,31.583999999999996
TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset,Technology,Phones,144,101.592
OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper,145,7.3392
OFF-PA-10002254,Xerox 1883,Office Supplies,Paper,146,24.87257142857143
OFF-ST-10001590,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage,147,12.6712
OFF-AR-10001547,Newell 311,Office Supplies,Art,148,2.04425
OFF-LA-10002475,Avery 519,Office Supplies,Labels,149,6.822666666666667
TEC-PH-10004536,Avaya 5420 Digital phone,Technology,Phones,150,125.99066666666666
OFF-PA-10002751,Xerox 1920,Office Supplies,Paper,151,5.98
TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,Technology,Accessories,152,28.5516
OFF-EN-10001990,Staple envelope,Office Supplies,Envelopes,153,5.68
OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,Office Supplies,Binders,154,10.874285714285715
OFF-AR-10004441,BIC Brite Liner Highlighters,Office Supplies,Art,155,3.785142857142857
TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Technology,Machines,156,1019.994
OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,157,112.09575000000001
FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs,158,220.96
OFF-AR-10002656,Sanford Liquid Accent Highlighters,Office Supplies,Art,159,6.1456
OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances,160,142.384
TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Technology,Phones,161,45.992333333333335
OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Office Supplies,Paper,162,6.514666666666667
OFF-PA-10001144,Xerox 1913,Office Supplies,Paper,163,53.260799999999996
FUR-CH-10003817,"Global Value Steno Chair, Gray",Furniture,Chairs,164,51.0216
OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,165,104.896
OFF-LA-10003148,Avery 51,Office Supplies,Labels,166,6.048
OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,167,86.84285714285714
FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",Furniture,Chairs,168,62.7595
OFF-SU-10002189,Acme Rosewood Handle Letter Opener,Office Supplies,Supplies,169,3.7053333333333334
OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Art,170,3.1159999999999997
OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",Office Supplies,Storage,171,14.180571428571428
TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories,172,61.3116
TEC-PH-10003273,AT&T TR1909W,Technology,Phones,173,113.39099999999999
TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),Technology,Phones,174,25.1916
TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,Technology,Accessories,175,13.533333333333333
OFF-BI-10001890,Avery Poly Binder Pockets,Office Supplies,Binders,176,2.685
TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,177,19.689090909090908
OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Storage,178,14.7345
FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,179,206.052
TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,180,10.5248
OFF-PA-10000061,Xerox 205,Office Supplies,Paper,181,6.156000000000001
OFF-AR-10003514,4009 Highlighters by Sanford,Office Supplies,Art,182,3.7809999999999997
OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Art,183,4.365428571428572
OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,184,2.1839999999999997
OFF-ST-10001414,Decoflex Hanging Personal Folder File,Office Supplies,Storage,185,15.42
OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,186,2.7005
OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Paper,187,5.798000000000001
OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,Paper,188,8.154
FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,Tables,189,113.02083333333333
OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,Appliances,190,2.8600000000000003
OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,Office Supplies,Appliances,191,110.47333333333334
FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",Furniture,Furnishings,192,5.5264
TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,Technology,Phones,193,111.19200000000001
OFF-ST-10000642,"Tennsco Lockers, Gray",Office Supplies,Storage,194,18.882
TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Technology,Phones,195,52.791999999999994
OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,196,5.8100000000000005
OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,Storage,197,80.9512
TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,Technology,Accessories,198,11.7
OFF-LA-10004544,Avery 505,Office Supplies,Labels,199,13.108571428571429
FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases,200,153.833
TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,Technology,Machines,201,286.0
TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories,202,51.01311111111111
TEC-PH-10002563,Adtran 1202752G1,Technology,Phones,203,105.83159999999998
OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,204,3.05375
OFF-PA-10004000,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Office Supplies,Paper,205,4.0205
FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Furnishings,206,19.690666666666665
TEC-MA-10001148,Swingline SM12-08 MicroCut Jam Free Shredder,Technology,Machines,207,186.662
OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Art,208,14.554285714285713
OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art,209,2.1999999999999997
FUR-TA-10003748,Bevis 36 x 72 Conference Tables,Furniture,Tables,210,104.260375
OFF-ST-10002485,Rogers Deluxe File Chest,Office Supplies,Storage,211,19.782
FUR-CH-10004860,Global Low Back Tilter Chair,Furniture,Chairs,212,82.04625
FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs,213,48.712
OFF-BI-10001679,GBC Instant Index System for Binding Systems,Office Supplies,Binders,214,4.6176
FUR-TA-10001705,Bush Advantage Collection Round Conference Table,Furniture,Tables,215,162.10750000000002
FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Furniture,Tables,216,283.6647083333333
FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,Furnishings,217,102.1535
TEC-AC-10003832,Logitech P710e Mobile Speakerphone,Technology,Accessories,218,240.324
OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,219,4.884
OFF-PA-10003349,Xerox 1957,Office Supplies,Paper,220,5.832000000000001
FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,Furnishings,221,167.872
FUR-FU-10004351,Staple-based wall hangings,Furniture,Furnishings,222,8.116666666666667
TEC-PH-10000011,PureGear Roll-On Screen Protector,Technology,Phones,223,16.7916
FUR-TA-10002607,KI Conference Tables,Furniture,Tables,224,47.85075
FUR-FU-10002505,Eldon 100 Class Desk Accessories,Furniture,Furnishings,225,2.359
OFF-ST-10002276,Safco Steel Mobile File Cart,Office Supplies,Storage,226,76.69120000000001
OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Paper,227,7.9799999999999995
OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Appliances,228,285.6175
FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,229,156.7644
OFF-PA-10004569,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,Paper,230,7.356333333333333
OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Storage,231,12.087
OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Envelopes,232,90.48
OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage,233,45.3024
TEC-PH-10001580,Logitech Mobile Speakerphone P710e - speaker phone,Technology,Phones,234,113.38319999999999
TEC-AC-10000290,Sabrent 4-Port USB 2.0 Hub,Technology,Accessories,235,6.4505
OFF-ST-10002790,Safco Industrial Shelving,Office Supplies,Storage,236,64.988
OFF-BI-10003460,Acco 3-Hole Punch,Office Supplies,Binders,237,3.358
OFF-AP-10002203,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Office Supplies,Appliances,238,0.812
TEC-MA-10003353,Xerox WorkCentre 6505DN Laser Multifunction Printer,Technology,Machines,239,359.994
TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,Technology,Phones,240,76.9275
TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,Technology,Accessories,241,37.553
OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,Art,242,5.339428571428571
OFF-FA-10003472,Bagged Rubber Bands,Office Supplies,Fasteners,243,1.2096
OFF-ST-10004180,Safco Commercial Shelving,Office Supplies,Storage,244,42.7892
OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,Envelopes,245,22.0708
OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,Office Supplies,Storage,246,168.2629090909091
TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,247,27.19093333333333
FUR-FU-10003274,Regeneration Desk Collection,Furniture,Furnishings,248,1.6896
OFF-BI-10002557,Presstex Flexible Ring Binders,Office Supplies,Binders,249,2.9575
OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,Paper,250,4.189500000000001
OFF-AR-10001427,Newell 330,Office Supplies,Art,251,5.681000000000001
OFF-PA-10000673,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",Office Supplies,Paper,252,6.552
OFF-PA-10004470,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Office Supplies,Paper,253,5.301333333333333
OFF-ST-10000876,Eldon Simplefile Box Office,Office Supplies,Storage,254,11.507
OFF-LA-10002043,Avery 489,Office Supplies,Labels,255,9.936
OFF-BI-10004967,Round Ring Binders,Office Supplies,Binders,256,1.1093333333333335
TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Technology,Phones,257,159.2
FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",Furniture,Tables,258,192.1854
OFF-PA-10000474,Easy-staple paper,Office Supplies,Paper,259,32.486666666666665
TEC-AC-10001956,Microsoft Arc Touch Mouse,Technology,Accessories,260,53.955
OFF-PA-10004100,Xerox 216,Office Supplies,Paper,261,5.67
OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,Office Supplies,Binders,262,33.269499999999994
OFF-SU-10000646,Premier Automatic Letter Opener,Office Supplies,Supplies,263,211.5256
OFF-FA-10002983,Advantus SlideClip Paper Clips,Office Supplies,Fasteners,264,3.1826666666666665
OFF-LA-10004689,Avery 512,Office Supplies,Labels,265,2.6588000000000003
TEC-AC-10002001,Logitech Wireless Gaming Headset G930,Technology,Accessories,266,138.658
FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases,267,44.6446
